Age,ca,pa,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,RCA,Colour of skin,Number of national team appearances,Goals scored for the national team,Salary
29,122,126,11,8,11,8,13,9,7,8,6,12,15,7,12,10,10,13,12,12,13,14,12,14,8,15,12,14,15,15,12,12,14,8,16,11,15,11,13,7,12,11,9,3,2,3,4,1,1,1,2,3,3,1,12,12,4,16,12,15,13,10,1,1,1,1,1,1,20,1,19,1,1,1,1,1,173,69,10,20,1428901,6129,6029,4051,120,5,20,0,15218
21,122,142,4,13,11,7,11,4,7,7,13,11,12,7,13,12,14,12,13,12,11,12,11,16,12,6,12,11,15,16,14,12,12,9,14,15,15,11,14,11,13,7,18,1,1,1,3,2,3,3,2,1,2,2,15,17,3,8,16,19,14,16,1,15,10,20,15,15,12,10,13,10,1,1,1,1,182,77,12,20,4674999,6100,6100,4100,117,1,0,0,18219
27,122,125,13,14,11,9,12,9,8,10,8,7,12,7,7,12,8,12,15,10,14,10,12,14,12,8,14,9,11,13,15,13,8,8,12,15,12,8,12,13,10,12,12,1,3,2,3,1,3,1,2,3,2,3,13,14,6,10,10,12,10,8,1,1,1,12,1,14,1,14,1,14,20,16,16,14,178,69,20,8,1785165,5918,5918,5012,115,3,0,0,4999
27,122,122,10,10,11,12,12,11,11,10,8,12,12,8,11,12,12,14,13,13,14,12,14,13,13,15,12,12,15,14,13,11,9,11,11,14,14,10,15,8,15,6,13,1,3,2,3,2,1,1,3,1,2,2,13,14,8,12,11,11,10,16,1,1,1,1,1,1,14,1,16,1,15,20,1,1,182,71,20,8,2098799,6010,6010,4757,120,2,0,0,8000
27,122,122,5,9,8,7,12,9,15,12,8,13,11,12,13,9,16,13,14,13,13,9,8,15,9,13,8,12,10,16,12,13,13,16,13,12,14,16,13,13,14,10,10,1,3,2,1,1,1,3,2,1,2,1,10,12,8,15,12,13,13,13,1,1,20,11,1,1,1,1,1,1,1,1,1,1,189,78,8,20,765764,5750,6250,4261,122,6,23,0,1900
32,122,137,9,11,11,9,12,8,11,11,11,12,12,6,13,13,13,13,12,12,13,13,12,11,12,10,13,14,13,15,13,13,12,11,14,13,16,13,12,10,12,6,13,4,1,1,3,3,4,2,2,3,3,3,12,13,6,12,10,11,9,9,1,20,14,1,20,1,1,1,1,1,1,1,1,1,183,74,20,5,1038701,6100,6200,5000,124,4,25,0,27838
21,122,145,6,9,14,11,12,7,9,9,5,7,10,6,5,13,14,8,7,11,9,9,10,15,14,6,15,5,10,11,15,14,11,8,12,16,10,7,11,12,10,8,15,3,1,1,1,2,1,2,3,2,4,3,10,12,8,11,7,8,6,7,1,1,1,1,1,1,1,14,1,15,18,12,20,15,178,65,15,20,4443165,6094,6094,3494,109,4,0,0,1848
24,122,132,11,12,15,10,14,10,6,9,5,5,13,12,6,14,9,13,12,12,12,13,11,14,15,8,13,4,13,13,15,16,9,6,13,14,14,6,10,9,12,10,14,2,3,3,2,2,2,1,3,3,1,2,6,13,7,10,12,12,5,10,1,1,1,1,1,1,1,14,12,12,20,19,14,1,165,58,6,20,4917968,6176,6176,4058,121,6,0,0,1943
17,122,-9,11,12,13,13,13,8,11,13,8,7,11,12,8,13,11,13,10,13,13,11,13,11,13,9,13,7,13,13,14,14,8,8,11,13,13,10,12,9,13,10,13,3,3,2,3,1,2,1,3,2,4,2,9,7,5,10,10,9,12,17,1,1,1,1,1,1,1,1,1,1,15,1,15,20,172,76,10,20,16963077,6211,6211,3383,119,10,0,0,7296
19,122,-8,5,8,10,13,10,6,9,10,4,5,8,10,7,8,17,10,16,14,9,7,8,11,12,5,14,5,11,17,18,16,12,8,12,18,13,9,10,15,12,5,11,3,2,3,2,3,3,1,1,3,2,3,15,14,7,11,12,12,5,10,1,1,1,1,1,1,1,1,1,1,17,1,12,20,175,75,8,20,31520000,6100,4014,1511,108,18,6,1,1341
34,122,130,13,12,12,8,14,12,12,13,10,10,15,12,11,15,14,12,15,13,15,13,13,17,13,13,9,13,13,14,11,11,14,10,16,11,11,14,15,7,14,3,12,3,1,4,2,3,2,3,3,1,1,4,18,14,6,11,16,16,14,18,1,1,1,1,1,1,20,1,20,1,1,5,1,1,182,77,8,20,148538,6100,6300,4650,123,4,11,0,25000
31,122,126,6,10,11,9,11,9,14,12,8,14,11,12,14,11,13,14,16,11,10,10,9,17,12,19,10,14,13,13,8,10,13,16,12,9,14,15,10,13,14,14,15,2,3,1,1,3,2,1,2,3,2,2,11,13,9,16,12,16,13,6,1,13,20,13,1,1,17,8,12,5,5,8,5,5,187,81,11,20,347975206,6100,6050,4750,122,1,7,0,4794
28,122,131,13,10,13,11,11,8,7,7,6,7,12,13,8,13,11,11,11,9,8,11,10,12,13,10,12,8,12,12,14,15,10,7,9,15,13,5,12,4,11,14,12,1,2,3,3,3,3,3,3,1,4,1,18,12,6,10,10,12,9,10,1,1,1,1,1,1,1,15,1,12,20,13,14,16,172,67,15,20,990521,6101,6101,2946,115,13,0,0,13418
30,122,144,3,4,6,7,8,5,15,4,8,15,11,8,14,8,12,14,16,11,14,11,11,15,3,16,10,14,15,14,11,11,15,13,15,11,13,14,15,6,13,9,2,2,1,2,1,2,1,2,1,3,3,2,14,15,4,11,13,16,13,13,1,1,20,1,1,1,1,1,1,1,1,1,1,1,184,79,7,20,347975206,6350,4498,5133,122,8,0,0,17880
27,122,125,15,12,12,10,14,14,6,13,6,9,13,12,11,14,14,14,12,11,12,14,13,10,13,6,10,11,11,14,13,14,13,7,15,13,14,8,13,9,10,11,12,3,3,1,3,2,1,1,3,1,1,2,14,10,6,5,9,10,10,10,1,1,1,1,1,1,18,7,20,10,7,14,1,1,169,68,9,20,5007121,5750,4098,3824,122,11,0,0,20278
22,122,140,11,13,13,10,13,9,10,14,4,11,14,10,8,14,10,12,8,13,12,14,13,12,13,5,13,12,13,12,12,12,14,10,13,13,12,13,11,5,10,12,15,3,2,3,3,1,1,1,3,3,2,3,20,14,15,14,8,9,13,12,1,1,1,1,1,1,14,14,20,15,1,12,1,1,181,68,10,20,3229210,5952,5952,3216,122,11,0,0,4445
25,122,135,13,11,14,12,13,13,11,12,3,5,12,12,5,14,14,12,8,12,9,12,10,13,14,5,13,6,10,9,16,14,12,7,13,15,12,8,11,11,11,7,8,1,1,3,3,3,1,3,3,1,1,1,12,12,9,5,11,12,12,9,1,1,1,1,1,1,1,10,1,10,13,10,18,20,175,68,20,9,1245776,6100,6000,5100,112,7,3,1,28766
30,122,125,8,9,8,6,11,8,14,10,6,14,11,7,14,11,12,13,14,11,12,10,10,16,7,14,7,13,14,14,12,11,15,15,12,12,16,15,11,6,12,5,12,2,3,1,2,2,1,2,1,2,4,3,14,13,1,14,11,14,13,15,1,1,20,1,1,1,13,1,8,1,1,1,1,1,188,84,7,20,1433402,6069,6026,4726,123,4,0,0,14866
28,122,124,4,7,10,7,11,12,15,8,10,13,13,14,12,14,8,12,13,13,11,12,12,11,13,12,7,13,12,8,11,11,13,14,13,12,12,14,11,6,12,6,8,3,1,3,3,1,3,3,3,1,3,1,14,16,8,9,16,13,12,15,1,1,20,1,1,1,12,1,10,1,1,1,1,1,189,89,13,20,1603798,6100,6050,5400,122,2,0,0,5752
31,122,128,13,13,14,12,13,12,8,13,5,5,11,9,7,13,11,12,10,12,11,10,10,10,15,7,13,6,9,12,16,14,12,8,11,14,12,10,12,11,10,11,15,1,2,1,2,3,3,2,2,2,2,2,13,10,7,9,10,10,10,10,1,1,1,1,1,1,1,15,1,10,20,1,13,10,175,76,8,20,-1,6000,4298,4298,119,6,0,0,
24,122,137,8,8,11,12,10,8,11,13,5,13,13,5,13,13,12,11,13,10,11,14,13,12,13,10,11,13,14,14,13,13,12,7,14,13,14,12,14,7,12,12,12,3,2,2,3,3,1,1,2,3,2,3,14,10,5,13,11,12,7,15,1,1,1,1,1,1,19,1,20,1,1,13,1,1,175,73,10,20,3070843,6100,6100,2500,121,6,0,0,4373
26,122,125,15,14,17,12,14,13,5,13,7,4,13,12,5,14,12,9,11,13,7,16,12,10,17,4,14,7,9,9,13,15,12,8,11,14,10,8,11,5,10,5,12,2,2,3,1,3,3,1,2,3,3,2,12,15,2,9,9,9,15,17,1,1,1,1,1,1,1,10,1,12,17,16,20,16,180,72,20,6,3043411,6050,6050,5000,116,4,0,0,10000
26,122,123,14,16,11,11,14,17,7,15,16,8,11,13,12,13,13,11,14,12,8,13,9,7,16,11,14,8,11,10,13,10,12,10,8,12,12,12,11,12,12,15,19,3,2,3,2,2,2,3,1,2,1,2,10,7,18,7,10,4,8,6,1,16,1,3,20,5,8,20,10,12,17,8,17,1,180,75,20,8,3713857,6149,6049,5399,109,4,0,0,5752
26,122,122,7,7,12,13,12,5,13,12,3,7,11,15,11,12,13,12,12,13,12,12,12,13,9,12,14,10,11,13,14,12,13,14,12,13,10,13,10,11,11,9,6,1,3,1,1,2,3,1,3,2,3,1,12,11,7,9,12,10,9,15,1,1,1,1,1,1,1,1,1,1,16,1,15,20,187,78,20,10,3690120,6096,5496,3499,121,8,0,0,3024
28,122,130,8,10,14,13,12,11,10,6,5,2,8,14,5,12,11,14,12,13,9,11,8,15,13,12,13,12,13,10,15,13,13,15,13,14,12,11,10,6,10,11,11,3,2,3,1,3,1,2,1,3,1,1,10,13,11,9,8,7,12,10,1,1,1,1,1,1,1,1,1,1,17,15,12,20,184,78,12,20,7951129,6100,6100,5400,120,6,51,20,27033
25,122,133,5,8,15,12,15,10,10,11,8,10,14,7,8,12,9,10,7,15,11,13,15,7,11,6,15,9,11,13,11,14,11,7,5,14,15,12,13,8,16,12,19,2,2,1,1,1,2,1,1,1,2,3,10,14,2,12,10,9,10,12,1,1,1,1,1,1,1,1,12,1,15,20,15,1,178,0,12,20,7778416,6000,6500,3650,127,11,53,2,33075
26,122,129,13,13,13,12,13,13,7,14,7,7,13,13,9,13,13,12,12,13,12,12,12,13,15,7,12,9,11,10,14,13,12,10,12,13,12,11,12,10,14,6,9,1,1,4,1,1,3,3,4,1,3,2,12,13,11,7,12,13,9,9,1,7,1,7,10,10,1,16,1,16,18,14,20,12,183,75,20,10,1254703,6100,5900,2500,122,5,1,0,2795
37,122,149,10,12,13,12,14,11,8,15,4,11,15,12,11,14,13,12,12,12,11,15,13,13,13,10,12,10,11,12,12,12,12,8,12,11,10,11,9,14,12,6,15,2,1,3,3,2,3,2,3,2,3,3,13,13,11,13,16,12,12,12,1,1,1,1,1,5,14,7,20,15,8,15,10,7,173,75,11,20,-1,6250,6250,4250,121,15,35,0,
28,122,128,6,9,12,12,13,7,15,12,6,11,14,10,12,12,13,14,15,12,12,13,12,14,13,12,13,12,15,15,10,8,14,14,16,12,16,13,13,11,13,8,17,1,1,2,1,1,3,3,3,1,2,3,6,13,8,12,8,13,14,10,1,1,8,1,1,1,14,1,20,10,1,19,1,14,193,73,10,20,4298143,6099,6099,3101,122,6,0,0,8119
22,122,145,5,9,13,8,13,6,6,7,11,13,13,7,14,13,13,14,14,13,12,13,13,12,9,10,9,12,13,14,14,14,12,6,15,14,16,13,12,12,13,5,12,2,3,1,3,1,2,3,3,1,2,1,19,9,2,11,13,11,9,14,1,1,1,8,1,8,20,1,18,1,1,1,1,1,171,65,5,20,5675089,5992,5992,3087,124,10,0,0,7712
21,122,138,9,11,13,11,13,9,9,9,5,13,13,11,12,13,13,13,12,11,11,12,12,10,13,8,13,12,13,14,13,14,11,7,13,13,15,9,10,11,10,10,12,1,1,1,1,3,1,2,1,2,2,2,12,11,11,9,10,10,8,8,1,1,1,1,1,1,20,1,18,1,1,15,1,1,176,68,10,20,2322601,6084,6084,3135,118,13,0,0,447
21,122,145,10,11,15,12,12,11,11,12,11,7,13,12,10,14,12,13,10,7,12,13,13,14,14,11,13,6,13,11,13,14,11,11,13,13,13,11,11,8,13,5,13,3,1,1,1,3,3,3,1,1,1,3,14,13,6,12,14,12,6,11,1,1,1,1,1,1,1,12,12,1,20,17,12,16,185,76,10,20,5444999,6100,4856,3447,122,13,0,0,5987
22,122,136,6,3,3,2,8,8,7,3,3,1,9,2,3,9,12,13,15,10,12,9,11,14,3,10,3,13,13,9,11,14,10,17,14,11,7,13,14,6,14,12,14,15,11,11,5,13,11,13,14,11,15,11,16,13,6,14,13,14,10,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,86,8,20,1510040,6100,6100,2250,120,3,0,0,7856
21,122,145,9,11,12,11,14,11,11,10,8,13,13,8,11,14,10,10,10,11,13,14,13,13,12,8,12,12,9,8,13,13,12,12,11,12,13,13,10,10,12,5,5,2,2,1,2,1,3,1,3,2,1,4,18,11,7,12,11,12,13,18,1,1,1,1,1,1,15,1,20,1,1,12,1,1,185,77,20,10,1059241,6082,6082,2496,120,7,0,0,7856
30,122,124,4,8,8,8,11,12,13,8,6,14,13,8,13,11,11,13,12,14,14,11,13,11,8,12,8,14,12,11,11,9,14,14,11,12,12,13,12,6,13,10,12,3,2,2,3,3,3,1,2,2,1,1,14,12,4,14,10,13,15,16,1,12,20,1,8,1,14,1,12,1,1,1,1,6,192,84,20,10,295635,6100,5900,5000,122,5,7,0,23014
23,122,137,6,7,8,6,11,6,12,9,8,14,13,8,13,12,13,13,15,13,11,10,12,14,8,8,7,12,12,13,12,12,11,16,15,14,12,14,11,8,12,4,7,2,2,4,3,3,4,1,3,3,1,3,8,11,13,12,14,10,9,7,1,1,20,1,1,1,12,1,1,1,1,1,1,1,190,80,9,20,2220919,6209,6209,3518,121,16,0,0,10000
23,122,138,6,8,8,6,9,7,13,6,10,14,9,6,13,10,9,13,13,12,12,8,12,12,6,10,9,13,12,13,14,11,12,12,12,14,12,14,14,6,11,5,9,7,1,1,1,1,8,1,1,1,1,1,8,11,6,12,10,11,10,10,1,10,20,13,1,1,1,1,1,1,1,1,1,1,184,83,20,15,6137396,6201,6100,2916,123,15,8,0,6499
24,122,146,4,1,3,2,6,7,6,3,3,3,9,2,3,6,16,14,15,14,13,7,11,17,2,13,3,11,14,12,12,14,11,16,14,10,8,9,16,8,8,8,12,15,12,10,5,12,12,14,16,12,12,9,15,14,5,13,17,14,14,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,81,5,20,920602,5981,5483,2981,120,3,0,0,3169
23,122,129,8,11,14,7,12,7,7,6,7,6,10,7,7,13,11,10,11,10,10,9,11,14,12,6,12,8,11,14,16,16,11,4,13,16,12,5,10,6,13,5,12,2,1,1,3,2,3,3,2,1,2,2,13,12,6,11,11,13,10,12,1,1,1,1,1,1,1,15,1,18,17,10,20,10,165,61,10,20,1442289,6090,6090,2777,113,12,0,0,7712
23,122,134,4,7,12,14,14,7,14,9,5,7,11,12,6,13,13,13,13,12,8,12,10,9,10,10,14,9,15,15,10,10,14,14,15,12,15,15,12,13,12,6,10,2,3,1,3,3,1,2,3,2,2,4,8,11,7,10,10,13,13,7,1,1,1,1,1,1,1,1,1,1,1,1,1,20,194,94,10,20,7079958,6150,6250,4600,119,6,1,0,21095
29,122,129,5,3,1,1,11,8,1,2,1,3,11,2,2,11,8,12,13,10,10,13,10,11,13,7,1,13,13,12,12,13,12,13,15,12,14,11,10,9,13,9,14,12,12,11,8,13,13,13,13,14,14,14,10,9,2,10,9,12,12,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,186,74,20,6,105882,5414,5488,3270,114,8,0,0,12657
24,122,130,12,12,12,11,14,12,10,12,9,13,14,11,14,13,7,13,11,13,12,12,12,11,8,7,11,13,13,12,13,13,12,11,11,13,11,11,13,5,11,13,10,2,2,2,1,3,2,1,3,3,3,1,13,10,7,12,10,9,12,12,1,1,14,1,1,1,20,1,15,1,1,12,1,1,183,75,8,20,918079,5724,5731,3035,123,10,0,0,4896
29,122,130,13,13,12,13,11,12,9,12,14,13,9,8,12,13,13,12,14,13,9,12,11,13,14,8,15,13,14,14,14,12,9,8,14,14,15,9,12,10,13,13,14,3,3,1,1,1,2,3,3,1,2,3,18,13,6,14,13,15,13,12,1,20,5,1,17,1,1,13,1,1,6,1,1,1,175,70,20,9,309108,6036,6036,3232,118,5,0,0,5355
28,122,123,13,12,13,11,13,10,9,13,9,13,10,11,15,11,14,11,15,12,13,11,14,12,10,5,13,12,16,16,14,14,9,9,12,14,15,8,15,9,14,11,10,2,1,1,3,2,3,3,1,1,3,2,13,12,7,12,9,10,9,12,1,20,1,1,18,1,1,18,1,1,12,1,1,1,178,68,20,8,919840,5750,5750,4000,128,7,64,4,1301
25,122,145,8,9,10,7,14,8,12,10,7,12,14,7,14,15,9,13,12,12,13,12,13,9,10,8,9,16,15,9,11,14,8,15,8,11,12,13,11,10,10,12,10,2,3,1,3,3,1,2,1,1,1,2,9,9,13,9,9,8,9,7,1,1,1,1,1,1,20,1,19,1,1,11,1,1,191,88,10,20,1727213,6100,6100,4600,122,5,0,0,5700
23,122,130,10,11,14,13,14,12,12,11,8,7,11,12,7,14,6,13,9,11,10,12,11,12,15,9,13,10,10,12,13,13,11,11,12,13,14,10,13,4,12,15,8,1,4,3,1,1,2,3,1,4,1,3,12,14,7,10,10,12,11,10,1,1,1,1,1,1,1,12,10,12,14,15,14,20,178,70,10,20,5240469,6100,6100,5000,119,10,0,0,6297
25,122,133,7,9,10,9,11,9,15,9,9,13,11,8,14,11,16,13,15,11,11,11,12,14,11,14,11,13,15,15,12,12,12,13,13,12,15,13,12,13,12,12,12,2,2,1,3,1,3,1,2,1,3,2,18,12,8,13,13,14,9,10,1,1,20,12,1,7,1,1,1,1,1,1,1,1,185,78,7,20,1208712,6099,6099,3045,124,6,0,0,7296
27,122,123,11,11,14,9,13,11,6,10,6,6,11,13,6,13,10,10,8,9,8,11,8,11,15,5,13,8,10,9,17,17,10,6,12,16,12,6,10,14,11,4,14,3,3,1,3,2,2,1,3,1,1,1,14,9,8,9,12,12,9,15,1,1,1,1,1,1,1,15,1,8,20,15,16,17,170,63,5,20,6724309,6091,6091,3493,110,11,0,0,16443
27,122,125,15,16,12,11,12,14,6,16,12,11,13,10,12,13,13,14,12,14,13,11,13,15,9,9,13,12,14,15,14,12,10,11,13,13,14,11,14,9,13,7,10,1,4,3,2,1,2,2,1,2,1,3,9,15,4,13,9,14,13,13,1,20,12,1,15,1,1,12,1,1,1,1,1,1,183,77,20,5,1684165,6092,6092,2492,124,4,0,0,2649
26,122,129,4,8,10,5,11,13,11,9,9,12,14,7,12,13,8,12,10,14,11,13,15,11,10,8,6,12,15,12,10,10,13,15,12,14,12,14,12,7,11,12,10,1,3,3,3,1,1,1,2,3,1,1,12,15,6,9,12,14,14,16,1,7,20,9,1,1,14,1,12,1,1,1,1,1,191,88,12,20,1758806,6088,5888,4242,119,3,0,0,4199
24,122,135,1,3,1,1,11,4,6,2,2,1,12,4,1,11,11,12,12,12,12,11,12,13,7,7,1,14,11,10,10,15,14,15,16,11,11,12,13,6,16,3,10,12,12,12,8,13,12,14,14,12,8,11,7,15,12,15,14,16,14,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,186,80,7,20,635345,6100,6100,4112,122,3,0,0,7671
26,122,126,3,1,3,2,10,5,7,2,9,1,10,10,2,10,8,12,14,14,11,9,11,15,6,10,10,11,13,13,14,11,14,14,15,12,13,12,13,6,14,3,11,12,12,13,10,13,13,14,14,16,13,15,12,16,10,10,13,14,10,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,186,80,5,20,5737500,6400,5500,5000,122,6,0,0,6999
25,122,130,5,8,9,7,11,8,15,7,6,13,12,9,13,11,13,12,13,12,13,11,11,14,9,11,11,13,11,11,12,12,12,15,12,12,12,14,12,6,12,15,11,3,2,1,4,3,2,1,2,1,4,1,13,12,5,15,9,12,11,7,1,1,20,1,1,1,1,1,1,1,1,1,1,1,191,81,20,11,2000217,6100,5900,3750,121,2,0,0,8064
32,122,135,12,13,14,12,14,11,8,12,6,5,13,11,10,13,9,14,9,11,11,13,10,9,15,10,13,7,11,12,14,14,13,7,15,14,13,8,10,10,10,10,12,2,1,3,1,2,3,2,3,1,1,1,10,14,7,11,14,11,7,13,1,1,1,1,1,1,1,15,12,13,19,20,18,10,174,70,20,7,347975206,6100,6100,3250,116,9,0,0,6284
25,122,133,6,5,8,6,13,5,13,5,5,13,12,5,12,11,11,13,13,14,14,12,14,12,8,14,11,13,14,15,10,11,15,14,10,11,12,15,14,8,12,7,11,3,4,3,2,2,2,4,1,2,3,2,12,14,6,10,8,8,14,10,1,15,20,1,13,1,16,1,10,1,1,1,1,1,190,81,20,7,785880,6000,5700,4500,121,4,0,0,17787
30,122,133,10,13,13,12,12,9,14,8,13,12,10,12,13,13,11,13,12,10,12,12,13,12,12,4,13,11,14,14,14,14,7,13,13,14,13,10,11,10,8,7,13,2,3,2,3,2,4,3,1,2,3,1,10,13,13,10,10,11,8,11,1,1,1,20,1,16,1,1,1,1,1,1,1,1,182,69,8,20,679130,6149,6149,3285,122,15,0,0,10105
25,122,130,8,12,13,12,13,8,11,12,6,6,13,10,4,13,11,14,11,13,12,14,12,12,12,7,13,5,14,15,13,12,9,14,12,12,13,13,12,6,13,6,14,2,3,3,2,3,1,3,2,1,2,1,9,14,5,14,12,12,14,14,1,1,1,1,1,1,1,13,8,10,20,16,18,9,189,82,12,20,5965288,6300,6000,2000,121,4,0,0,13443
32,122,136,11,13,15,13,15,12,9,14,8,6,14,13,7,15,10,13,10,12,5,12,13,9,16,9,14,7,11,9,12,13,10,9,9,13,11,7,10,10,11,11,14,3,2,1,3,1,3,3,1,3,2,1,10,13,2,9,12,9,7,10,1,1,1,1,1,1,1,8,1,1,20,15,17,15,179,71,20,12,236838,6100,6100,3400,119,13,36,8,5355
33,122,132,5,10,11,11,12,8,13,10,7,12,13,10,14,12,16,11,15,13,12,14,12,15,13,12,11,12,14,15,11,10,13,14,15,10,14,15,13,15,14,9,13,2,2,1,2,1,3,1,3,1,1,2,11,14,8,13,13,14,8,11,1,1,1,12,1,11,20,9,19,13,1,14,7,1,185,82,12,20,347975206,6100,6100,2500,122,16,0,0,16779
23,122,135,13,13,14,12,14,14,7,13,6,5,12,14,3,14,8,13,9,12,12,12,12,15,14,7,13,4,14,14,14,13,10,7,12,12,11,7,13,5,11,11,10,2,2,2,2,2,3,1,1,3,3,3,7,14,4,14,12,13,14,15,1,1,1,1,1,1,1,14,14,10,20,18,10,1,174,63,15,20,3722397,6100,6000,4000,122,4,0,0,3045
24,122,139,6,7,10,9,12,5,13,11,12,12,15,7,13,12,15,14,13,14,12,12,12,13,7,13,12,15,16,14,10,9,11,13,12,12,14,15,12,12,11,8,16,2,1,2,2,1,2,3,3,2,1,3,13,14,5,14,12,12,14,14,1,15,15,12,1,1,20,1,19,1,1,1,1,1,184,77,8,20,5219583,6100,6100,4750,120,4,0,0,23198
31,122,125,10,14,10,10,11,7,12,9,14,13,12,10,13,11,13,12,12,11,11,9,10,12,8,13,12,13,13,13,13,13,13,11,15,14,15,14,13,9,10,10,11,2,3,1,3,1,1,2,2,2,3,2,12,10,7,13,12,12,12,10,1,20,1,12,14,7,1,1,1,1,1,1,1,1,184,70,20,8,347975206,6000,6000,4150,121,4,7,0,9400
25,122,126,11,9,14,13,13,12,9,11,10,9,13,11,9,13,8,12,10,13,12,13,12,13,13,10,14,8,9,11,14,14,8,9,13,14,13,11,12,9,12,5,9,2,1,2,1,2,3,1,2,1,4,4,19,9,6,12,12,13,12,17,1,1,1,1,1,1,1,1,1,1,20,1,17,12,175,80,9,20,1855519,6090,6090,2318,121,8,0,0,6723
28,122,123,9,7,12,8,11,10,15,11,10,13,12,8,12,9,15,11,12,13,11,10,12,12,5,16,10,13,12,14,11,12,12,13,13,12,13,12,13,10,13,10,12,4,2,2,1,3,1,1,3,4,1,1,13,11,4,13,14,14,10,6,1,1,20,10,1,1,12,1,1,1,1,1,1,1,190,80,12,20,3737520,5999,5999,4499,121,5,0,0,2199
27,122,130,11,13,13,8,13,8,11,6,8,13,13,7,13,13,14,13,13,12,12,12,12,12,9,9,12,12,12,15,12,13,12,13,16,12,14,12,13,6,12,2,14,3,4,3,2,1,1,2,3,2,3,1,12,13,3,9,7,9,10,13,1,1,1,20,1,17,1,1,1,11,1,1,1,1,184,73,10,20,1570047,6100,5750,2790,122,1,0,0,8064
27,122,144,10,11,10,10,13,10,7,11,5,10,14,11,12,12,13,13,12,14,12,12,13,15,12,14,10,12,14,16,11,12,13,9,13,12,15,12,10,4,11,13,14,2,2,1,1,2,3,3,2,3,2,2,5,12,4,12,12,13,14,12,1,1,1,12,1,12,14,14,20,13,1,12,1,1,178,72,11,20,496127,5300,5900,4250,122,4,0,0,2000
32,122,129,7,13,11,8,11,8,13,9,12,10,12,8,13,10,15,9,13,12,12,13,12,13,13,9,9,12,13,15,13,11,14,16,14,13,13,13,12,7,12,10,16,3,3,3,2,1,1,2,2,3,3,2,12,11,5,14,12,14,14,14,1,1,17,20,1,19,1,1,9,17,1,9,15,10,192,81,8,20,347975206,6000,6000,5000,116,4,26,1,11426
23,122,137,11,13,13,11,13,10,13,11,6,11,15,11,11,13,10,14,10,13,12,15,14,12,14,12,14,12,15,11,10,11,11,12,13,11,12,11,13,6,13,7,12,2,2,3,4,3,1,1,1,2,1,3,19,12,4,14,13,17,17,16,1,1,12,1,1,1,19,10,20,13,1,14,12,1,178,74,9,20,1637039,6100,6050,4700,122,1,0,0,1346
21,122,152,4,12,8,6,11,5,13,7,11,13,12,8,15,10,12,14,14,14,12,6,13,13,6,15,7,12,14,12,11,11,12,13,13,12,13,15,12,6,10,7,12,1,3,3,2,1,1,2,1,3,1,2,10,13,6,12,16,13,12,14,1,17,20,13,12,10,1,10,1,8,1,1,1,1,185,80,20,9,9720000,5996,5896,4746,122,3,0,0,691
26,122,128,7,8,13,14,12,6,12,11,7,6,12,12,6,13,10,13,12,13,12,12,11,8,14,7,14,8,12,13,13,12,13,10,13,13,12,11,12,5,10,4,11,2,1,3,1,4,2,3,2,2,3,2,10,8,14,11,11,7,8,8,1,1,1,1,1,1,1,1,1,1,18,13,16,20,178,68,14,20,3232467,6100,6100,3000,121,4,0,0,1943
21,122,136,11,8,15,10,14,10,9,11,10,8,12,11,9,14,9,12,10,11,12,12,13,11,15,10,13,8,11,11,14,15,13,7,13,13,13,9,11,7,11,4,15,2,2,2,2,3,2,4,2,1,1,3,8,12,4,13,12,9,6,18,1,1,1,1,1,1,1,15,12,1,20,17,1,1,169,0,10,20,3187379,6106,6106,2353,121,9,0,0,7400
24,122,130,11,12,14,10,14,11,7,7,6,12,13,8,10,13,13,10,14,11,11,15,12,6,7,11,13,12,13,16,14,14,11,6,11,13,12,12,13,8,14,8,13,3,2,2,1,3,3,1,2,2,2,2,10,11,4,12,13,8,11,11,1,1,1,14,1,12,12,10,20,16,1,1,1,1,164,64,9,20,1392135,6089,6089,3038,122,7,0,0,516
